,HorarioH,Velocidade máxima,Horário,Gênero,Região,Idade
2761,12,60,745,Male,Major Cities of Australia,67
2762,7,100,420,Female,Remote Australia,69
2763,5,90,322,Male,Inner Regional Australia,54
2764,22,100,1350,Male,Outer Regional Australia,18
2765,19,80,1140,Male,Inner Regional Australia,21
2766,20,60,1211,Male,Major Cities of Australia,24
2767,7,100,420,Male,Remote Australia,77
2768,21,60,1283,Male,Inner Regional Australia,37
2769,15,10,907,Male,Outer Regional Australia,90
2770,11,100,678,Male,Inner Regional Australia,80
2771,11,100,693,Male,Inner Regional Australia,78
2772,11,100,693,Male,Inner Regional Australia,75
2773,7,60,465,Male,Major Cities of Australia,90
2774,5,60,300,Male,Major Cities of Australia,26
2775,13,110,795,Male,Outer Regional Australia,86
2776,13,70,825,Male,Major Cities of Australia,92
2777,13,100,790,Female,Inner Regional Australia,89
2778,11,100,675,Male,Inner Regional Australia,82
2779,19,60,1150,Male,Major Cities of Australia,51
2780,4,100,272,Female,Major Cities of Australia,19
2781,19,50,1140,Female,Inner Regional Australia,62
2782,19,60,1140,Female,Major Cities of Australia,31
2783,21,80,1294,Male,Outer Regional Australia,36
2784,23,100,1380,Male,Inner Regional Australia,43
2785,23,100,1380,Male,Inner Regional Australia,23
2786,16,60,960,Male,Major Cities of Australia,25
2787,19,100,1150,Female,Very Remote Australia,31
2788,5,60,300,Female,Inner Regional Australia,72
2789,19,80,1155,Male,Major Cities of Australia,29
2790,5,80,307,Male,Major Cities of Australia,43
2791,13,60,780,Male,Major Cities of Australia,91
2792,11,60,670,Female,Major Cities of Australia,86
2793,9,100,570,Male,Inner Regional Australia,56
2794,14,50,890,Female,Inner Regional Australia,81
2795,9,60,594,Male,Major Cities of Australia,89
2796,16,50,960,Male,Major Cities of Australia,80
2797,0,50,20,Female,Outer Regional Australia,76
2798,17,60,1020,Male,Major Cities of Australia,78
2799,1,100,60,Male,Remote Australia,19
2800,1,100,60,Male,Remote Australia,19
2801,19,60,1145,Male,Major Cities of Australia,12
2802,1,100,60,Male,Remote Australia,18
2803,1,100,60,Male,Remote Australia,18
2804,18,50,1082,Male,Major Cities of Australia,20
2805,21,100,1290,Male,Remote Australia,53
2806,3,100,180,Male,Outer Regional Australia,53
2807,20,60,1230,Male,Major Cities of Australia,29
2808,18,100,1097,Female,Outer Regional Australia,36
2809,5,50,354,Male,Major Cities of Australia,53
2810,3,110,203,Male,Inner Regional Australia,39
2811,1,80,70,Female,Major Cities of Australia,15
2812,19,100,1195,Male,Outer Regional Australia,33
2813,21,80,1260,Male,Outer Regional Australia,30
2814,21,80,1298,Female,Major Cities of Australia,50
2815,18,110,1113,Male,Outer Regional Australia,52
2816,17,100,1076,Male,Inner Regional Australia,36
2817,17,80,1078,Female,Inner Regional Australia,33
2818,17,100,1045,Male,Outer Regional Australia,43
2819,10,100,645,Male,Very Remote Australia,25
2820,9,60,540,Female,Outer Regional Australia,38
2821,9,100,540,Male,Inner Regional Australia,49
2822,14,110,897,Male,Outer Regional Australia,64
2823,17,100,1076,Male,Inner Regional Australia,31
2824,13,100,795,Female,Inner Regional Australia,68
2825,13,100,839,Female,Inner Regional Australia,75
2826,9,100,540,Female,Inner Regional Australia,9
2827,20,100,1230,Male,Outer Regional Australia,30
2828,16,110,960,Female,Very Remote Australia,24
2830,4,70,240,Female,Inner Regional Australia,37
2831,20,100,1215,Male,Major Cities of Australia,30
2832,8,60,525,Male,Major Cities of Australia,62
2833,16,110,1010,Male,Inner Regional Australia,47
2834,12,80,720,Male,Inner Regional Australia,51
2835,15,100,900,Male,Inner Regional Australia,59
2836,8,80,495,Male,Outer Regional Australia,44
2837,12,100,772,Male,Inner Regional Australia,55
2838,16,100,996,Male,Inner Regional Australia,59
2839,17,90,1035,Male,Major Cities of Australia,48
2840,19,100,1160,Male,Inner Regional Australia,50
2841,9,110,585,Male,Inner Regional Australia,70
2842,17,110,1077,Male,Outer Regional Australia,86
2843,10,100,640,Male,Inner Regional Australia,78
2844,4,70,240,Male,Inner Regional Australia,47
2845,10,60,638,Male,Major Cities of Australia,57
2846,10,60,645,Male,Inner Regional Australia,17
2847,16,60,993,Female,Major Cities of Australia,21
2848,14,100,840,Female,Inner Regional Australia,4
2849,12,100,750,Male,Outer Regional Australia,21
2850,17,50,1035,Female,Major Cities of Australia,78
2851,16,100,973,Male,Remote Australia,35
2852,1,60,100,Male,Major Cities of Australia,71
2853,14,100,840,Male,Inner Regional Australia,6
2854,18,100,1080,Male,Outer Regional Australia,67
2855,11,100,692,Male,Outer Regional Australia,31
2856,16,60,960,Male,Outer Regional Australia,16
2857,7,110,450,Male,Inner Regional Australia,18
2858,7,110,450,Male,Inner Regional Australia,22
2859,16,100,960,Male,Very Remote Australia,32
2860,14,80,840,Male,Major Cities of Australia,27
2861,17,100,1045,Female,Inner Regional Australia,35
2862,18,100,1080,Male,Inner Regional Australia,79
2863,14,100,845,Male,Outer Regional Australia,57
2864,14,100,845,Male,Outer Regional Australia,59
2865,15,60,900,Female,Major Cities of Australia,46
2866,13,80,815,Male,Outer Regional Australia,48
2867,19,90,1165,Female,Outer Regional Australia,45
2868,12,110,765,Male,Outer Regional Australia,60
2869,12,110,765,Female,Outer Regional Australia,49
2870,16,100,960,Male,Remote Australia,47
2871,16,100,960,Female,Remote Australia,48
2872,18,100,1110,Male,Outer Regional Australia,42
2873,7,100,430,Male,Remote Australia,57
2874,17,110,1041,Male,Outer Regional Australia,56
2875,12,110,740,Female,Very Remote Australia,60
2876,6,110,405,Male,Very Remote Australia,47
2877,15,100,951,Male,Inner Regional Australia,60
2878,17,110,1064,Female,Inner Regional Australia,41
2879,15,60,956,Male,Major Cities of Australia,63
2880,6,100,395,Male,Inner Regional Australia,55
2881,12,80,750,Male,Inner Regional Australia,73
2882,9,100,545,Male,Remote Australia,72
2883,17,100,1020,Male,Inner Regional Australia,73
2884,9,90,540,Female,Major Cities of Australia,70
2885,15,100,951,Female,Inner Regional Australia,66
2886,5,60,342,Female,Major Cities of Australia,50
2887,22,90,1330,Male,Inner Regional Australia,25
2889,16,100,995,Male,Outer Regional Australia,65
2890,23,100,1380,Male,Inner Regional Australia,28
2891,14,50,870,Male,Major Cities of Australia,80
2892,14,50,870,Female,Major Cities of Australia,86
2893,10,80,655,Female,Inner Regional Australia,77
2894,16,50,980,Female,Inner Regional Australia,84
2895,20,60,1200,Female,Major Cities of Australia,62
2896,15,110,915,Male,Inner Regional Australia,81
2897,20,110,1210,Male,Inner Regional Australia,63
2898,8,50,490,Female,Major Cities of Australia,90
2899,5,110,320,Male,Inner Regional Australia,56
2900,20,110,1210,Male,Major Cities of Australia,64
2901,5,60,350,Male,Major Cities of Australia,43
2902,20,60,1200,Female,Major Cities of Australia,66
2903,3,40,230,Male,Major Cities of Australia,61
2904,7,50,475,Male,Major Cities of Australia,47
2905,9,60,550,Female,Major Cities of Australia,47
2906,10,80,600,Female,Major Cities of Australia,49
2907,9,40,567,Female,Major Cities of Australia,56
2908,8,60,508,Male,Major Cities of Australia,40
2909,0,60,55,Female,Major Cities of Australia,24
2910,14,60,873,Male,Major Cities of Australia,71
2911,9,60,560,Male,Major Cities of Australia,86
2912,12,60,720,Female,Major Cities of Australia,89
2913,19,100,1140,Male,Outer Regional Australia,57
2914,1,100,110,Male,Outer Regional Australia,19
2915,21,50,1305,Male,Major Cities of Australia,60
2916,5,110,304,Female,Outer Regional Australia,27
2917,3,100,180,Male,Inner Regional Australia,40
2918,20,60,1200,Male,Outer Regional Australia,49
2919,0,80,25,Male,Major Cities of Australia,24
2920,5,100,315,Male,Inner Regional Australia,32
2921,22,90,1369,Male,Inner Regional Australia,30
2922,20,100,1216,Male,Inner Regional Australia,25
2923,22,100,1345,Male,Inner Regional Australia,34
2924,2,110,172,Male,Major Cities of Australia,47
2925,15,90,915,Male,Major Cities of Australia,41
2926,16,60,995,Male,Major Cities of Australia,24
2927,10,100,650,Male,Inner Regional Australia,57
2928,17,80,1044,Male,Outer Regional Australia,18
2929,15,80,923,Female,Major Cities of Australia,89
2930,12,80,720,Female,Major Cities of Australia,17
2931,10,60,619,Female,Inner Regional Australia,10
2932,5,100,300,Male,Outer Regional Australia,28
2933,7,100,450,Male,Outer Regional Australia,23
2934,2,50,177,Male,Major Cities of Australia,31
2935,20,50,1240,Male,Major Cities of Australia,26
2936,17,110,1020,Male,Inner Regional Australia,64
2937,8,110,495,Male,Major Cities of Australia,49
2938,10,60,600,Male,Major Cities of Australia,75
2939,6,80,360,Male,Major Cities of Australia,81
2940,6,80,410,Female,Outer Regional Australia,23
2941,6,80,410,Male,Outer Regional Australia,51
2942,8,100,480,Male,Major Cities of Australia,24
2943,19,60,1165,Female,Inner Regional Australia,47
2944,10,110,642,Male,Inner Regional Australia,25
2945,12,60,730,Male,Inner Regional Australia,88
2946,10,80,630,Female,Major Cities of Australia,43
2947,3,80,193,Male,Inner Regional Australia,69
2948,17,50,1070,Male,Major Cities of Australia,0
2949,16,100,990,Male,Major Cities of Australia,61
2950,16,100,965,Female,Inner Regional Australia,27
2951,16,100,1010,Male,Inner Regional Australia,15
2952,16,100,1005,Female,Inner Regional Australia,34
2953,15,100,930,Female,Inner Regional Australia,49
2954,6,60,360,Male,Inner Regional Australia,44
2955,19,80,1187,Male,Outer Regional Australia,85
2956,16,80,1015,Male,Inner Regional Australia,24
2957,17,100,1020,Male,Outer Regional Australia,32
2958,6,110,360,Male,Outer Regional Australia,39
2959,7,100,434,Male,Outer Regional Australia,39
2960,11,100,715,Male,Outer Regional Australia,35
2961,10,50,600,Male,Outer Regional Australia,61
2962,15,100,900,Female,Inner Regional Australia,49
2963,3,80,193,Male,Outer Regional Australia,31
2964,23,50,1403,Male,Major Cities of Australia,19
2965,21,110,1299,Male,Inner Regional Australia,84
2966,14,50,860,Male,Major Cities of Australia,51
2967,7,100,435,Female,Outer Regional Australia,44
2968,22,100,1345,Female,Inner Regional Australia,63
2969,11,110,687,Male,Very Remote Australia,55
2970,11,110,680,Male,Remote Australia,58
2972,15,110,939,Female,Outer Regional Australia,62
2973,7,100,477,Female,Outer Regional Australia,61
2974,14,100,840,Male,Outer Regional Australia,68
2975,16,110,969,Male,Major Cities of Australia,70
2976,11,70,696,Male,Major Cities of Australia,69
2978,18,70,1080,Male,Major Cities of Australia,28
2979,15,80,924,Male,Outer Regional Australia,83
2980,2,40,120,Male,Major Cities of Australia,46
2981,9,100,597,Female,Major Cities of Australia,80
2982,9,100,597,Male,Major Cities of Australia,80
2983,14,100,855,Female,Inner Regional Australia,86
2984,14,100,855,Male,Inner Regional Australia,87
2985,2,80,128,Male,Inner Regional Australia,24
2986,1,100,90,Male,Inner Regional Australia,47
2987,19,60,1197,Male,Major Cities of Australia,27
2988,20,80,1220,Male,Outer Regional Australia,35
2989,21,80,1283,Male,Major Cities of Australia,45
2990,12,50,720,Male,Outer Regional Australia,6
2991,11,60,712,Male,Major Cities of Australia,81
2992,20,60,1230,Female,Major Cities of Australia,74
2993,18,60,1139,Male,Major Cities of Australia,70
2994,10,60,643,Female,Major Cities of Australia,84
2995,12,70,750,Male,Major Cities of Australia,62
2996,13,110,830,Male,Outer Regional Australia,67
2997,21,70,1311,Female,Outer Regional Australia,25
2998,13,50,784,Male,Major Cities of Australia,74
2999,8,50,500,Female,Major Cities of Australia,81
3000,12,50,775,Male,Major Cities of Australia,86
3001,11,60,660,Female,Major Cities of Australia,87
3002,6,50,362,Male,Major Cities of Australia,86
3003,14,60,876,Male,Major Cities of Australia,76
3004,20,70,1200,Male,Major Cities of Australia,23
3005,21,100,1287,Male,Outer Regional Australia,20
3006,2,100,165,Male,Inner Regional Australia,64
3007,3,90,220,Male,Outer Regional Australia,18
3008,5,100,300,Male,Outer Regional Australia,23
3010,18,60,1110,Male,Major Cities of Australia,26
3011,21,100,1290,Male,Outer Regional Australia,20
3012,2,110,120,Male,Very Remote Australia,45
3013,18,130,1110,Male,Remote Australia,29
3014,20,50,1215,Male,Major Cities of Australia,28
3015,5,110,345,Male,Inner Regional Australia,34
3016,19,110,1188,Male,Remote Australia,22
3017,2,60,120,Male,Major Cities of Australia,33
3018,2,60,120,Female,Major Cities of Australia,29
3019,3,100,210,Female,Inner Regional Australia,26
3020,18,100,1110,Male,Outer Regional Australia,41
3021,19,40,1155,Female,Major Cities of Australia,75
3022,3,100,180,Male,Inner Regional Australia,24
3023,14,100,883,Male,Outer Regional Australia,56
3024,11,60,700,Male,Major Cities of Australia,18
3025,6,60,360,Male,Major Cities of Australia,59
3026,0,100,30,Male,Remote Australia,21
3027,6,80,370,Male,Outer Regional Australia,43
3028,12,100,777,Female,Outer Regional Australia,3
3029,0,60,37,Female,Major Cities of Australia,19
3030,15,110,930,Male,Very Remote Australia,12
3031,7,50,446,Male,Major Cities of Australia,86
3032,7,50,446,Female,Major Cities of Australia,83
3033,16,60,1005,Male,Major Cities of Australia,19
3034,6,60,380,Male,Major Cities of Australia,23
3035,6,60,380,Male,Major Cities of Australia,24
3036,18,100,1110,Female,Outer Regional Australia,34
3037,7,100,420,Male,Outer Regional Australia,34
3038,14,80,863,Male,Major Cities of Australia,63
3039,17,90,1020,Female,Major Cities of Australia,55
3040,14,100,870,Male,Outer Regional Australia,59
3041,7,60,420,Male,Inner Regional Australia,52
3042,18,80,1080,Male,Inner Regional Australia,55
3043,13,80,780,Male,Major Cities of Australia,65
3044,15,110,900,Female,Outer Regional Australia,74
3045,11,100,660,Female,Inner Regional Australia,90
3046,9,50,553,Male,Outer Regional Australia,94
3047,17,60,1050,Female,Major Cities of Australia,84
3048,10,100,600,Male,Inner Regional Australia,82
3049,16,110,998,Female,Outer Regional Australia,32
3050,13,110,810,Male,Outer Regional Australia,38
3051,23,80,1410,Male,Inner Regional Australia,46
3052,7,110,420,Male,Inner Regional Australia,36
3053,10,80,629,Male,Inner Regional Australia,24
3054,11,110,685,Female,Inner Regional Australia,19
3055,15,80,955,Male,Major Cities of Australia,38
3056,16,100,967,Female,Major Cities of Australia,47
3057,12,110,760,Male,Outer Regional Australia,61
3058,11,50,660,Male,Outer Regional Australia,54
3059,14,100,880,Male,Inner Regional Australia,57
3060,11,70,715,Male,Major Cities of Australia,25
3061,16,100,987,Male,Inner Regional Australia,20
3062,14,100,840,Male,Major Cities of Australia,29
3063,12,100,750,Male,Outer Regional Australia,28
3064,14,50,880,Male,Inner Regional Australia,28
3065,14,110,848,Female,Outer Regional Australia,30
3066,11,100,678,Male,Inner Regional Australia,28
3067,10,60,650,Male,Major Cities of Australia,32
3068,17,100,1056,Male,Inner Regional Australia,38
3069,13,80,780,Male,Outer Regional Australia,27
3070,12,130,735,Male,Very Remote Australia,26
3071,9,110,587,Male,Very Remote Australia,39
3072,20,100,1200,Male,Outer Regional Australia,18
3073,13,80,830,Male,Outer Regional Australia,45
3074,7,50,423,Male,Inner Regional Australia,46
3075,17,100,1020,Male,Remote Australia,63
3076,15,110,948,Male,Inner Regional Australia,52
3077,12,100,720,Male,Outer Regional Australia,40
3078,17,80,1020,Male,Outer Regional Australia,40
3079,13,110,795,Male,Inner Regional Australia,41
3080,19,50,1191,Male,Major Cities of Australia,62
3081,19,100,1170,Female,Outer Regional Australia,16
3082,15,100,900,Female,Inner Regional Australia,52
3083,7,110,450,Male,Remote Australia,60
3084,16,100,987,Male,Inner Regional Australia,44
3085,15,110,905,Male,Inner Regional Australia,49
3086,12,100,749,Male,Major Cities of Australia,44
3087,13,50,833,Male,Major Cities of Australia,55
3088,14,110,870,Male,Inner Regional Australia,41
3089,20,100,1205,Male,Outer Regional Australia,11
3090,19,100,1140,Female,Outer Regional Australia,47
3091,18,80,1080,Male,Inner Regional Australia,41
3092,2,60,155,Male,Inner Regional Australia,24
3093,9,50,543,Male,Major Cities of Australia,93
3094,11,90,671,Female,Inner Regional Australia,69
3095,13,110,810,Female,Outer Regional Australia,72
3096,13,70,795,Male,Major Cities of Australia,80
3097,22,110,1360,Male,Inner Regional Australia,34
3098,20,50,1215,Male,Major Cities of Australia,32
3099,8,90,480,Male,Outer Regional Australia,82
3100,11,50,660,Female,Outer Regional Australia,79
3101,0,80,1,Male,Outer Regional Australia,43
3102,1,80,60,Male,Inner Regional Australia,59
3103,21,80,1260,Male,Inner Regional Australia,42
3104,21,80,1260,Male,Inner Regional Australia,44
3105,12,100,770,Female,Inner Regional Australia,77
3106,14,80,875,Male,Major Cities of Australia,78
3107,4,60,275,Male,Major Cities of Australia,45
3108,5,50,315,Male,Outer Regional Australia,38
3109,20,80,1200,Male,Major Cities of Australia,44
3111,3,80,180,Male,Inner Regional Australia,20
