,HorarioH,VelocidadeMaxima,Horário,Gênero,Região,Idade,Ano,Mes,TipoBatida
2554,15,100,900,Male,Remote Australia,34,2019,6,2
2555,15,100,900,Female,Remote Australia,37,2019,6,2
2556,14,80,855,Male,Major Cities of Australia,34,2019,6,2
2557,14,90,852,Female,Major Cities of Australia,54,2019,6,2
2558,9,80,555,Male,Outer Regional Australia,45,2019,6,1
2559,3,100,180,Male,Outer Regional Australia,29,2019,6,1
2560,15,130,930,Female,Very Remote Australia,57,2019,6,1
2561,14,70,840,Female,Inner Regional Australia,50,2019,6,1
2562,14,100,840,Male,Outer Regional Australia,62,2019,6,2
2563,23,80,1415,Male,Inner Regional Australia,49,2019,6,1
2564,6,100,383,Male,Inner Regional Australia,52,2019,6,1
2565,13,100,780,Male,Outer Regional Australia,70,2019,6,1
2566,14,110,854,Male,Inner Regional Australia,74,2019,6,2
2567,14,90,852,Male,Major Cities of Australia,70,2019,6,2
2568,6,110,404,Male,Outer Regional Australia,69,2019,6,2
2569,6,60,405,Male,Major Cities of Australia,86,2019,6,1
2570,19,100,1140,Male,Very Remote Australia,23,2019,6,2
2571,10,20,637,Female,Major Cities of Australia,89,2019,6,1
2572,19,100,1170,Male,Inner Regional Australia,30,2019,6,2
2573,8,10,537,Male,Major Cities of Australia,90,2019,6,2
2574,4,60,260,Male,Major Cities of Australia,44,2019,6,1
2575,14,80,870,Male,Outer Regional Australia,76,2019,6,1
2576,16,100,1010,Male,Outer Regional Australia,90,2019,6,2
2577,14,100,865,Male,Outer Regional Australia,85,2019,6,1
2579,21,60,1300,Female,Major Cities of Australia,15,2019,6,1
2580,23,100,1400,Male,Inner Regional Australia,39,2019,6,1
2581,22,50,1335,Female,Inner Regional Australia,58,2019,6,1
2582,10,50,645,Male,Outer Regional Australia,99,2019,6,1
2583,0,50,0,Male,Inner Regional Australia,20,2019,6,1
2584,6,100,400,Male,Outer Regional Australia,62,2019,6,1
2585,15,60,946,Male,Major Cities of Australia,83,2019,6,1
2586,9,70,540,Male,Inner Regional Australia,65,2019,6,1
2587,19,70,1170,Male,Major Cities of Australia,62,2019,6,1
2588,12,50,720,Female,Major Cities of Australia,87,2019,6,1
2589,18,100,1080,Male,Inner Regional Australia,75,2019,6,2
2590,21,80,1298,Male,Inner Regional Australia,24,2019,6,1
2592,17,60,1050,Male,Major Cities of Australia,88,2019,6,1
2593,14,60,895,Male,Inner Regional Australia,95,2019,6,1
2594,10,50,620,Male,Major Cities of Australia,44,2019,6,2
2595,20,60,1205,Male,Major Cities of Australia,26,2019,5,2
2596,21,110,1274,Male,Remote Australia,58,2019,5,2
2597,19,60,1171,Male,Major Cities of Australia,21,2019,5,2
2598,2,100,150,Male,Outer Regional Australia,19,2019,5,1
2599,21,50,1319,Male,Major Cities of Australia,28,2019,5,1
2600,18,60,1129,Male,Inner Regional Australia,30,2019,5,1
2601,18,100,1085,Male,Outer Regional Australia,43,2019,5,2
2602,23,100,1428,Male,Outer Regional Australia,21,2019,5,2
2603,23,100,1428,Male,Outer Regional Australia,7,2019,5,2
2604,0,80,1,Male,Inner Regional Australia,22,2019,5,1
2605,20,60,1240,Male,Outer Regional Australia,21,2019,5,1
2606,23,80,1395,Female,Major Cities of Australia,18,2019,5,2
2607,23,80,1395,Male,Major Cities of Australia,22,2019,5,2
2608,18,100,1095,Male,Inner Regional Australia,30,2019,5,2
2609,21,60,1277,Male,Major Cities of Australia,26,2019,5,1
2610,4,100,270,Male,Remote Australia,18,2019,5,1
2611,18,90,1090,Male,Major Cities of Australia,62,2019,5,2
2612,1,50,60,Male,Very Remote Australia,57,2019,5,1
2613,15,60,945,Male,Inner Regional Australia,31,2019,5,2
2614,6,110,409,Male,Remote Australia,41,2019,5,1
2615,0,100,15,Male,Inner Regional Australia,19,2019,5,2
2616,12,60,720,Male,Inner Regional Australia,49,2019,5,1
2617,0,60,0,Male,Major Cities of Australia,23,2019,5,2
2618,22,80,1320,Male,Major Cities of Australia,20,2019,5,1
2619,16,100,965,Male,Outer Regional Australia,59,2019,5,1
2620,7,100,458,Male,Inner Regional Australia,15,2019,5,2
2621,22,110,1320,Male,Major Cities of Australia,28,2019,5,1
2622,1,80,60,Male,Major Cities of Australia,32,2019,5,1
2623,8,110,515,Female,Outer Regional Australia,17,2019,5,1
2624,17,100,1020,Female,Inner Regional Australia,25,2019,5,2
2625,17,100,1020,Male,Inner Regional Australia,19,2019,5,2
2626,17,110,1050,Male,Outer Regional Australia,23,2019,5,1
2627,9,70,540,Male,Inner Regional Australia,23,2019,5,1
2628,2,70,139,Male,Major Cities of Australia,27,2019,5,2
2629,8,100,515,Male,Outer Regional Australia,64,2019,5,2
2630,0,60,0,Male,Major Cities of Australia,32,2019,5,2
2631,9,50,540,Male,Major Cities of Australia,49,2019,5,1
2632,12,80,750,Male,Outer Regional Australia,58,2019,5,1
2633,11,110,660,Male,Very Remote Australia,63,2019,5,1
2634,11,60,695,Female,Major Cities of Australia,40,2019,5,1
2635,15,100,955,Male,Inner Regional Australia,82,2019,5,1
2636,15,60,934,Male,Major Cities of Australia,88,2019,5,2
2637,23,80,1400,Female,Major Cities of Australia,56,2019,5,1
2638,13,100,835,Male,Inner Regional Australia,41,2019,5,1
2639,16,70,998,Male,Major Cities of Australia,29,2019,5,1
2640,14,70,840,Male,Major Cities of Australia,14,2019,5,2
2641,12,80,736,Male,Outer Regional Australia,25,2019,5,2
2642,10,110,642,Female,Outer Regional Australia,77,2019,5,2
2643,8,100,480,Male,Inner Regional Australia,24,2019,5,1
2644,8,100,480,Female,Inner Regional Australia,23,2019,5,1
2645,15,100,900,Male,Inner Regional Australia,20,2019,5,1
2646,15,100,910,Female,Outer Regional Australia,56,2019,5,2
2647,15,100,910,Female,Outer Regional Australia,73,2019,5,2
2648,15,100,910,Male,Outer Regional Australia,73,2019,5,2
2649,14,100,859,Male,Outer Regional Australia,20,2019,5,1
2650,8,70,485,Male,Major Cities of Australia,47,2019,5,2
2651,16,100,960,Female,Inner Regional Australia,20,2019,5,1
2652,16,110,961,Female,Inner Regional Australia,18,2019,5,1
2653,15,60,900,Male,Outer Regional Australia,31,2019,5,1
2655,13,100,805,Male,Outer Regional Australia,32,2019,5,1
2656,13,90,830,Male,Inner Regional Australia,27,2019,5,1
2657,7,60,445,Female,Major Cities of Australia,50,2019,5,2
2658,10,100,630,Male,Very Remote Australia,59,2019,5,1
2659,10,50,634,Male,Major Cities of Australia,41,2019,5,1
2660,11,100,693,Female,Outer Regional Australia,64,2019,5,1
2661,17,100,1020,Female,Inner Regional Australia,63,2019,5,2
2662,13,50,780,Male,Inner Regional Australia,43,2019,5,2
2663,13,70,800,Male,Outer Regional Australia,47,2019,5,1
2664,11,100,660,Male,Inner Regional Australia,62,2019,5,2
2665,16,50,985,Male,Inner Regional Australia,69,2019,5,2
2666,16,50,990,Male,Major Cities of Australia,66,2019,5,2
2667,12,100,735,Male,Outer Regional Australia,66,2019,5,1
2668,10,100,600,Female,Inner Regional Australia,69,2019,5,2
2669,17,110,1040,Male,Outer Regional Australia,74,2019,5,2
2670,17,100,1020,Male,Inner Regional Australia,74,2019,5,2
2672,0,80,5,Female,Outer Regional Australia,42,2019,5,1
2673,1,100,75,Male,Major Cities of Australia,42,2019,5,1
2674,10,100,600,Male,Remote Australia,78,2019,5,1
2675,22,100,1320,Female,Outer Regional Australia,30,2019,5,1
2676,16,110,1005,Male,Outer Regional Australia,75,2019,5,2
2677,5,80,351,Male,Major Cities of Australia,36,2019,5,2
2678,9,50,540,Male,Major Cities of Australia,90,2019,5,2
2679,11,50,665,Female,Major Cities of Australia,83,2019,5,2
2680,16,60,976,Male,Major Cities of Australia,91,2019,5,2
2681,14,60,867,Female,Outer Regional Australia,79,2019,5,1
2682,7,80,428,Female,Major Cities of Australia,75,2019,5,2
2683,13,80,810,Female,Major Cities of Australia,85,2019,5,2
2684,13,80,810,Male,Major Cities of Australia,86,2019,5,2
2685,22,110,1360,Male,Major Cities of Australia,46,2019,5,2
2686,4,100,270,Male,Inner Regional Australia,63,2019,5,1
2687,19,80,1175,Female,Major Cities of Australia,45,2019,5,1
2688,17,50,1066,Male,Inner Regional Australia,20,2019,5,1
2689,17,60,1070,Female,Major Cities of Australia,73,2019,5,1
2690,17,60,1065,Male,Major Cities of Australia,68,2019,5,1
2691,18,80,1110,Male,Major Cities of Australia,41,2019,5,1
2692,17,110,1075,Male,Very Remote Australia,46,2019,5,1
2693,21,100,1260,Male,Outer Regional Australia,75,2019,5,1
2694,18,100,1080,Male,Outer Regional Australia,86,2019,5,2
2695,13,60,803,Female,Major Cities of Australia,81,2019,5,1
2696,12,50,720,Female,Major Cities of Australia,78,2019,5,1
2699,10,50,635,Female,Major Cities of Australia,80,2019,5,1
2700,20,60,1255,Male,Major Cities of Australia,78,2019,5,1
2701,0,80,55,Male,Major Cities of Australia,38,2019,4,1
2702,20,60,1245,Male,Major Cities of Australia,26,2019,4,1
2703,5,60,352,Male,Inner Regional Australia,27,2019,4,1
2704,0,60,5,Male,Major Cities of Australia,63,2019,4,2
2705,3,110,182,Male,Remote Australia,23,2019,4,1
2706,1,100,78,Female,Major Cities of Australia,48,2019,4,1
2707,0,100,4,Male,Outer Regional Australia,18,2019,4,1
2708,2,50,160,Male,Major Cities of Australia,19,2019,4,1
2709,1,50,75,Male,Major Cities of Australia,17,2019,4,1
2710,0,110,57,Male,Outer Regional Australia,31,2019,4,2
2711,0,110,57,Male,Outer Regional Australia,35,2019,4,2
2712,4,110,268,Male,Inner Regional Australia,23,2019,4,2
2713,20,110,1213,Male,Outer Regional Australia,50,2019,4,1
2714,16,50,960,Male,Outer Regional Australia,20,2019,4,1
2715,1,80,73,Female,Major Cities of Australia,21,2019,4,2
2716,15,100,920,Male,Inner Regional Australia,36,2019,4,1
2717,16,50,976,Male,Major Cities of Australia,40,2019,4,2
2718,18,80,1100,Female,Major Cities of Australia,19,2019,4,2
2719,10,110,641,Female,Inner Regional Australia,0,2019,4,1
2720,16,100,1013,Female,Outer Regional Australia,5,2019,4,2
2722,13,110,836,Male,Inner Regional Australia,23,2019,4,2
2723,9,80,540,Male,Major Cities of Australia,27,2019,4,2
2724,14,100,880,Male,Outer Regional Australia,57,2019,4,2
2725,21,110,1316,Male,Outer Regional Australia,35,2019,4,2
2726,21,110,1316,Male,Outer Regional Australia,29,2019,4,2
2727,11,110,695,Male,Inner Regional Australia,58,2019,4,2
2728,7,100,435,Female,Outer Regional Australia,47,2019,4,1
2729,16,100,1013,Female,Outer Regional Australia,70,2019,4,2
2730,11,50,665,Female,Major Cities of Australia,92,2019,4,1
2731,13,100,790,Female,Outer Regional Australia,75,2019,4,2
2732,2,110,147,Male,Inner Regional Australia,56,2019,4,2
2733,21,100,1260,Male,Inner Regional Australia,47,2019,4,2
2734,16,110,980,Male,Outer Regional Australia,20,2019,4,1
2735,11,100,692,Male,Outer Regional Australia,27,2019,4,1
2736,20,80,1236,Male,Major Cities of Australia,72,2019,4,2
2737,12,60,750,Male,Major Cities of Australia,30,2019,4,2
2738,16,90,990,Male,Major Cities of Australia,38,2019,4,1
2739,17,60,1071,Male,Major Cities of Australia,26,2019,4,2
2740,8,100,480,Male,Inner Regional Australia,21,2019,4,1
2741,6,60,380,Male,Major Cities of Australia,50,2019,4,2
2742,13,100,780,Male,Inner Regional Australia,53,2019,4,1
2743,10,100,620,Male,Inner Regional Australia,45,2019,4,1
2744,17,60,1040,Male,Major Cities of Australia,21,2019,4,1
2745,7,80,420,Male,Outer Regional Australia,20,2019,4,1
2746,7,100,435,Female,Outer Regional Australia,25,2019,4,2
2747,15,50,953,Male,Inner Regional Australia,26,2019,4,1
2748,6,100,369,Male,Outer Regional Australia,39,2019,4,1
2749,17,110,1020,Male,Outer Regional Australia,36,2019,4,2
2750,15,60,900,Female,Remote Australia,26,2019,4,2
2751,2,100,120,Female,Major Cities of Australia,28,2019,4,1
2752,12,80,720,Male,Major Cities of Australia,46,2019,4,1
2753,12,100,720,Male,Outer Regional Australia,48,2019,4,1
2754,14,80,865,Male,Major Cities of Australia,56,2019,4,2
2756,16,110,980,Male,Inner Regional Australia,56,2019,4,2
2757,15,100,930,Male,Inner Regional Australia,53,2019,4,1
2758,15,110,941,Male,Outer Regional Australia,46,2019,4,1
2759,6,100,405,Male,Inner Regional Australia,55,2019,4,1
2760,8,110,494,Male,Inner Regional Australia,66,2019,4,2
2761,12,60,745,Male,Major Cities of Australia,67,2019,4,2
2762,7,100,420,Female,Remote Australia,69,2019,4,2
2763,5,90,322,Male,Inner Regional Australia,54,2019,4,2
2764,22,100,1350,Male,Outer Regional Australia,18,2019,4,1
2765,19,80,1140,Male,Inner Regional Australia,21,2019,4,1
2766,20,60,1211,Male,Major Cities of Australia,24,2019,4,2
2767,7,100,420,Male,Remote Australia,77,2019,4,2
2768,21,60,1283,Male,Inner Regional Australia,37,2019,4,1
2769,15,10,907,Male,Outer Regional Australia,90,2019,4,1
2770,11,100,678,Male,Inner Regional Australia,80,2019,4,2
2771,11,100,693,Male,Inner Regional Australia,78,2019,4,2
2772,11,100,693,Male,Inner Regional Australia,75,2019,4,2
2773,7,60,465,Male,Major Cities of Australia,90,2019,4,2
2774,5,60,300,Male,Major Cities of Australia,26,2019,4,2
2775,13,110,795,Male,Outer Regional Australia,86,2019,4,2
2776,13,70,825,Male,Major Cities of Australia,92,2019,4,2
2777,13,100,790,Female,Inner Regional Australia,89,2019,4,1
2778,11,100,675,Male,Inner Regional Australia,82,2019,4,1
2779,19,60,1150,Male,Major Cities of Australia,51,2019,4,2
2780,4,100,272,Female,Major Cities of Australia,19,2019,4,1
2781,19,50,1140,Female,Inner Regional Australia,62,2019,4,2
2782,19,60,1140,Female,Major Cities of Australia,31,2019,4,1
2783,21,80,1294,Male,Outer Regional Australia,36,2019,4,1
2784,23,100,1380,Male,Inner Regional Australia,43,2019,4,2
2785,23,100,1380,Male,Inner Regional Australia,23,2019,4,1
2786,16,60,960,Male,Major Cities of Australia,25,2019,4,1
2787,19,100,1150,Female,Very Remote Australia,31,2019,4,1
2788,5,60,300,Female,Inner Regional Australia,72,2019,4,2
2789,19,80,1155,Male,Major Cities of Australia,29,2019,4,1
2790,5,80,307,Male,Major Cities of Australia,43,2019,4,1
2791,13,60,780,Male,Major Cities of Australia,91,2019,4,1
2792,11,60,670,Female,Major Cities of Australia,86,2019,4,1
2793,9,100,570,Male,Inner Regional Australia,56,2019,4,1
2794,14,50,890,Female,Inner Regional Australia,81,2019,4,1
2795,9,60,594,Male,Major Cities of Australia,89,2019,4,1
2796,16,50,960,Male,Major Cities of Australia,80,2019,4,1
2797,0,50,20,Female,Outer Regional Australia,76,2019,4,1
2798,17,60,1020,Male,Major Cities of Australia,78,2019,4,1
2799,1,100,60,Male,Remote Australia,19,2019,3,1
2800,1,100,60,Male,Remote Australia,19,2019,3,1
2801,19,60,1145,Male,Major Cities of Australia,12,2019,3,2
2802,1,100,60,Male,Remote Australia,18,2019,3,1
2803,1,100,60,Male,Remote Australia,18,2019,3,1
2804,18,50,1082,Male,Major Cities of Australia,20,2019,3,1
2805,21,100,1290,Male,Remote Australia,53,2019,3,1
2806,3,100,180,Male,Outer Regional Australia,53,2019,3,1
2807,20,60,1230,Male,Major Cities of Australia,29,2019,3,2
2808,18,100,1097,Female,Outer Regional Australia,36,2019,3,2
2809,5,50,354,Male,Major Cities of Australia,53,2019,3,2
2810,3,110,203,Male,Inner Regional Australia,39,2019,3,1
2811,1,80,70,Female,Major Cities of Australia,15,2019,3,1
2812,19,100,1195,Male,Outer Regional Australia,33,2019,3,1
2813,21,80,1260,Male,Outer Regional Australia,30,2019,3,1
2814,21,80,1298,Female,Major Cities of Australia,50,2019,3,2
2815,18,110,1113,Male,Outer Regional Australia,52,2019,3,1
2816,17,100,1076,Male,Inner Regional Australia,36,2019,3,1
2817,17,80,1078,Female,Inner Regional Australia,33,2019,3,2
2818,17,100,1045,Male,Outer Regional Australia,43,2019,3,1
2819,10,100,645,Male,Very Remote Australia,25,2019,3,1
2820,9,60,540,Female,Outer Regional Australia,38,2019,3,1
2821,9,100,540,Male,Inner Regional Australia,49,2019,3,1
2822,14,110,897,Male,Outer Regional Australia,64,2019,3,2
2823,17,100,1076,Male,Inner Regional Australia,31,2019,3,1
2824,13,100,795,Female,Inner Regional Australia,68,2019,3,2
2825,13,100,839,Female,Inner Regional Australia,75,2019,3,2
2826,9,100,540,Female,Inner Regional Australia,9,2019,3,2
2827,20,100,1230,Male,Outer Regional Australia,30,2019,3,1
2828,16,110,960,Female,Very Remote Australia,24,2019,3,1
2830,4,70,240,Female,Inner Regional Australia,37,2019,3,2
2831,20,100,1215,Male,Major Cities of Australia,30,2019,3,2
2832,8,60,525,Male,Major Cities of Australia,62,2019,3,2
2833,16,110,1010,Male,Inner Regional Australia,47,2019,3,1
2834,12,80,720,Male,Inner Regional Australia,51,2019,3,1
2835,15,100,900,Male,Inner Regional Australia,59,2019,3,2
2836,8,80,495,Male,Outer Regional Australia,44,2019,3,2
2837,12,100,772,Male,Inner Regional Australia,55,2019,3,1
2838,16,100,996,Male,Inner Regional Australia,59,2019,3,1
2839,17,90,1035,Male,Major Cities of Australia,48,2019,3,2
2840,19,100,1160,Male,Inner Regional Australia,50,2019,3,2
2841,9,110,585,Male,Inner Regional Australia,70,2019,3,1
2842,17,110,1077,Male,Outer Regional Australia,86,2019,3,2
2843,10,100,640,Male,Inner Regional Australia,78,2019,3,2
2844,4,70,240,Male,Inner Regional Australia,47,2019,3,2
2845,10,60,638,Male,Major Cities of Australia,57,2019,3,2
2846,10,60,645,Male,Inner Regional Australia,17,2019,3,1
2847,16,60,993,Female,Major Cities of Australia,21,2019,3,2
2848,14,100,840,Female,Inner Regional Australia,4,2019,3,1
2849,12,100,750,Male,Outer Regional Australia,21,2019,3,1
2850,17,50,1035,Female,Major Cities of Australia,78,2019,3,1
2851,16,100,973,Male,Remote Australia,35,2019,3,1
2852,1,60,100,Male,Major Cities of Australia,71,2019,3,1
2853,14,100,840,Male,Inner Regional Australia,6,2019,3,1
2854,18,100,1080,Male,Outer Regional Australia,67,2019,3,1
2855,11,100,692,Male,Outer Regional Australia,31,2019,3,1
2856,16,60,960,Male,Outer Regional Australia,16,2019,3,2
2857,7,110,450,Male,Inner Regional Australia,18,2019,3,1
2858,7,110,450,Male,Inner Regional Australia,22,2019,3,1
2859,16,100,960,Male,Very Remote Australia,32,2019,3,2
2860,14,80,840,Male,Major Cities of Australia,27,2019,3,2
2861,17,100,1045,Female,Inner Regional Australia,35,2019,3,2
2862,18,100,1080,Male,Inner Regional Australia,79,2019,3,1
2863,14,100,845,Male,Outer Regional Australia,57,2019,3,2
2864,14,100,845,Male,Outer Regional Australia,59,2019,3,2
2865,15,60,900,Female,Major Cities of Australia,46,2019,3,2
2866,13,80,815,Male,Outer Regional Australia,48,2019,3,2
2867,19,90,1165,Female,Outer Regional Australia,45,2019,3,2
2868,12,110,765,Male,Outer Regional Australia,60,2019,3,2
2869,12,110,765,Female,Outer Regional Australia,49,2019,3,2
2870,16,100,960,Male,Remote Australia,47,2019,3,2
2871,16,100,960,Female,Remote Australia,48,2019,3,2
2872,18,100,1110,Male,Outer Regional Australia,42,2019,3,1
2873,7,100,430,Male,Remote Australia,57,2019,3,1
2874,17,110,1041,Male,Outer Regional Australia,56,2019,3,1
2875,12,110,740,Female,Very Remote Australia,60,2019,3,1
2876,6,110,405,Male,Very Remote Australia,47,2019,3,1
2877,15,100,951,Male,Inner Regional Australia,60,2019,3,2
2878,17,110,1064,Female,Inner Regional Australia,41,2019,3,2
2879,15,60,956,Male,Major Cities of Australia,63,2019,3,2
2880,6,100,395,Male,Inner Regional Australia,55,2019,3,2
2881,12,80,750,Male,Inner Regional Australia,73,2019,3,2
2882,9,100,545,Male,Remote Australia,72,2019,3,1
2883,17,100,1020,Male,Inner Regional Australia,73,2019,3,1
2884,9,90,540,Female,Major Cities of Australia,70,2019,3,2
2885,15,100,951,Female,Inner Regional Australia,66,2019,3,2
2886,5,60,342,Female,Major Cities of Australia,50,2019,3,2
2887,22,90,1330,Male,Inner Regional Australia,25,2019,3,1
2889,16,100,995,Male,Outer Regional Australia,65,2019,3,2
2890,23,100,1380,Male,Inner Regional Australia,28,2019,3,2
2891,14,50,870,Male,Major Cities of Australia,80,2019,3,1
2892,14,50,870,Female,Major Cities of Australia,86,2019,3,1
2893,10,80,655,Female,Inner Regional Australia,77,2019,3,2
